30/01/2003,Commons,49,Mr. Henry Bellingham,North-West Norfolk,Con,"The Secretary of State did not point out that a commitment to build two strike carriers appeared in the 1997 Tory manifesto. I am glad that he has caught up with our plans and ambitions. Why is the Secretary of State withdrawing Sea Harriers before the two strike carriers come into commission? Will that not leave the Royal Navy vulnerable? Would it not be possible to bring forward the in-service dates, given that 2012 is a long way off'? After all, it took the Germans just two years to build Bismarck and the Americans two and a half years to build USS Missouri. I appreciate that those were less sophisticated vessels, but is there any chance of bringing forward the in-service date?"
30/01/2003,Commons,50,Geoffrey Hoon,The Secretary of State for Defence,Lab,"The honourable Gentleman unfortunately overlooked the fact that the two huge new carriers will  be equipped with the latest and most technologically advanced stealthy aircraft the joint strike fighter. I would be more enthusiastic about his questions if, rather than just talking about investment, he had been more enthusiastic about the massive investment that the Government have made."
30/01/2003,Commons,51,John Robertson,"Glasgow, Anniesland",Lab,"As the Member of Parliament who represents the Scotstoun yard, I hope that its name was missing from my right honourable Friend's statement only because Govan includes Scotstoun. I welcome the statement with open arms as it is good news for the Clyde and the country as a whole, but I am slightly disappointed that BAE Systems did not win the design part of the contract. In Scotstoun, a magnificent design office has been set up, especially for the Type 45 destroyers. It is an unmitigated success, but with the announcement of 265 job losses last week, I am concerned that there might be problems for that drawing office in years to come."
30/01/2003,Commons,52,Geoffrey Hoon,The Secretary of State for Defence,Lab,My honourable Friend has been a constant champion of the Clyde and has argued long and successfully for precisely the kind of investment that we are now able to make in relation to the Clyde and BAE Systems' role there. I know that my honourable Friend will continue to ensure that his constituents are properly represented in guaranteeing that the kind of work available to them will continue long into the future.
30/01/2003,Commons,53,John Thurso,"Caithness, Sutherland and Easter Ross",LD,"Although I generally welcome the jobs that will be coming to Scotland, may I draw the Secretary of State's attention to the potential of the Nigg yard in Easter Ross? Given that the people of Easter Ross have borne with fortitude the inconvenience of the bombing range at Tain, would it not be a just reward for some of the jobs from the contract to come to Easter Ross, too?"
30/01/2003,Commons,54,Geoffrey Hoon,The Secretary of State for Defence,Lab,"In my statement, I made it clear that the involvement of other yards was not ruled out. I have already pointed out, in response to a question from one of my honourable Friends, that I anticipated a significant amount of subcontract would benefit parts of the UK other than those that I have identified specifically so far. I am sure that the honourable Gentleman will be able to make representations in due course."
30/01/2003,Commons,55,Andy King,Rugby and Kenilworth,Lab,"I, too, welcome my right honourable Friend's statement. I am extremely concerned on behalf of the 3,000 workers at Alsthom in Rugby, 200 of whom are to be made redundant in March owing to the failure of international contract and who will be greatly relieved that there will be work for the manufacturing industry. As my right honourable Friend said, the contracts relate not only to shipyards but to manufacturing as a whole. How many jobs are there likely to be in the manufacturing industry, especially at Alsthom, which is a major part supposedly of the foreign business partnership?"
30/01/2003,Commons,56,Geoffrey Hoon,The Secretary of State for Defence,Lab,"As I have already indicated, we anticipate that about 10,000 jobs will be either created or preserved as a result of the announcement. There will be significant  opportunities for landlocked constituencies such as that of my honourable Friend and indeed mine to benefit from the subcontract work that will flow from these decisions. I look forward to hearing from my honourable Friend that that is indeed the case for his constituency."
30/01/2003,Commons,57,Mr. Mark Francois,Rayleigh,Con,"Does the Secretary of State agree that the welcome for his statement from the Liberal Democrat Front Bench was a combination of four classic naval commands full ahead, full astern, abandon ship, and make smoke all at the same time? May I ask the right honourable Gentleman about the implications of his announcement for procurement policy? The history of defence procurement under Governments of all colours is littered with examples of projects that went horribly wrong because it was never clear who was actually in charge. How can the Ministry of Defence credibly run future competitions if bidders see that despite all their efforts and irrespective of the merits of the two bids in this case Ministers can intervene at the last minute to create what is in effect a shotgun marriage between two different bids?"
30/01/2003,Commons,58,Geoffrey Hoon,The Secretary of State for Defence,Lab,"If the honourable Gentleman will forgive me for saying so, there might be a fifth naval command that applies to the Conservative party: take to the lifeboats. As far as "
30/01/2003,Commons,59,Mr. Mark Francois,Rayleigh,Con,Answer the question.
30/01/2003,Commons,60,Mr. Keith Simpson,Mid-Norfolk,Con,It was supposed to be a joke very funny.
30/01/2003,Commons,61,Geoffrey Hoon,The Secretary of State for Defence,Lab,I am grateful for all the applause I can get. I dealt with the specific question put by the honourable Member for Rayleigh (Mr. Francois) in my answer to the Opposition spokesman. By incorporating the best elements of both bids we obtain the best British manufacturing contribution to this excellent British project.
30/01/2003,Commons,62,Mr. John Burnett,Torridge and West Devon,LD,"I foresee that the robust contractual arrangements that the Secretary of State described will provide a rich harvest for the legal profession in due course. The Secretary of State listed four shipyards where the main sections of the carriers will be built. Will he confirm that all UK shipyards, including Appledore in my constituency, will have a fair opportunity to tender for all subcontract work for the vessels?"
30/01/2003,Commons,63,Geoffrey Hoon,The Secretary of State for Defence,Lab,"Having just answered a similar question from one of the honourable Gentleman's honourable Friends in relation to a different yard, I can assure him that the same opportunities will be available. I am sure that his former colleagues in the legal profession will welcome the contractual work that the decision offers."
30/01/2003,Commons,64,Dr. Vincent Cable,Twickenham,LD,"Now that BAE Systems has won this major and lucrative contract, will the company be required to honourableur outstanding cost overruns on existing contracts, such as the submarines and Nimrod, thereby sending a clear signal to all  partners in the aircraft carrier contract that contractual failure will be penalised and not automatically paid for by the taxpayer?"
30/01/2003,Commons,65,Geoffrey Hoon,The Secretary of State for Defence,Lab,"It has never been suggested that, under existing contracts, the taxpayer will automatically have to fund any cost overrun. Indeed, that is central to the discussions that are being held between the Ministry of Defence and the company concerned. I can assure the honourable Gentleman that this contract has been dealt with by both companies in an extremely professional and sophisticated way, and that the United Kingdom should be grateful that there are two companies operating in the country that are capable of producing such outstanding work."
02/03/2004,Lords,1,Lord Astor of Hever,Lords,Con,"Whether, following the early withdrawal from service of HMS ""Ark Royal"", they are confident that there will be no gap in aircraft carrier capability should a future carrier be delayed into service."
02/03/2004,Lords,2,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, before I answer the Question, I hope that the House will forgive me if I mention briefly Lord Vivian who, in the old days, would be asking the Question. He was my Front-Bench Opposition counterpart for all of the time that I have been in this job. He performed his job in a fair, gentlemanly and really gallant way. The noble Lord would never take any unfair criticism of the Armed Forces, in which he served with such distinction. The House will very much miss him. "
02/03/2004,Lords,3,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"The decommissioning date for HMS ""Ark Royal"" has not been brought forward. On current plans it remains towards the end of 2013. The Government's intention is that there will be no gap in our aircraft carrier capability and that the future aircraft carriers will replace the Invincible Class ships, as expected, in a phased replacement programme. The target in-service date for the first future aircraft carrier remains 2012."
02/03/2004,Lords,4,Lord Astor of Hever,Lords,Con,"My Lords, I am grateful to the Minister for those gracious and generous word about my noble kinsman Lord Vivian. He worked tirelessly and effectively to represent the best interests of the Armed Forces. As the Minister said, the House will miss him. "
02/03/2004,Lords,5,Lord Astor of Hever,Lords,Con,"Regarding the Question, I am grateful to the Minister for his reply. Any gap would have serious consequences for the retention of naval and aviation skills, manpower and recruiting and complete subordination to allied forces in operations. Can the Minister assure us that HMS ""Ark Royal"" and HMS ""Illustrious"" would be kept on in the event of delays?"
02/03/2004,Lords,6,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, I give an assurance that we will never allow the position to develop whereby we do not have the aircraft carrier protection and force that we require. So I can give the noble Lord that assurance."
02/03/2004,Lords,7,Lord Boyce,Lords,Crossbench,"My Lords, would the Minister add to his answer by giving us an assurance that there will be a carrier air group to go on board the carriers the  ships? In other words will the Sea Harrier be able to run on, or will the new aircraft be available to ensure that there will not only be no gap in hulls but also no gap in carrier air group?"
02/03/2004,Lords,8,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, I can also give the noble and gallant Lord that assurance. When the new aircraft carriers come on stream, it is essential that there is air group available because it is a crucial part of the force that it represents."
02/03/2004,Lords,9,Lord Tomlinson,Lords,Lab,"My Lords, would my noble friend agree that, although his answer is welcome, if the public expenditure policies of the Conservative Party were put into effect it would imply a public expenditure cut in the defence budget of about 1.5 billion? If it proposes to defend the defence budget, that would mean even greater public expenditure cuts elsewhere, unless the right honourableurable Member for Folkestone changes his mind on public expenditure policy as rapidly as he changes his mind on participation in the Butler committee."
02/03/2004,Lords,10,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, having listened for a number of years to Opposition spokesmen who always genuinely ask for more resources for defence, it was a shock to the system to hear the right honourableurable Oliver Letwin announce his spending plans. I confirm that there would be a reduction in defence spending by having a standstill. I look forward to hearing in due course, perhaps later than sooner, where the Conservatives' defence cuts will be."
02/03/2004,Lords,11,Lord Redesdale,Lords,LD,"My Lords, I wish to associate noble Lords on these Benches with the comments made about Lord Vivian. He cared deeply about defence and the Ministry of Defence. "
02/03/2004,Lords,12,Lord Redesdale,Lords,LD,"I know that an overrun is unlikely in our wonderful age of procurement, as we have not seen overruns in other fields such as aircraft or radios. However, if there was an overrun in the carrier programme, would that mean that we would have to rely on the American or French carrier fleet to plug the gap in our defence capability?"
02/03/2004,Lords,13,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, it would not mean that at all. We have successful aircraft carriers and we will continue to have them. I look forward to hearing where the Liberal Democrat cuts in defence will come. Will they involve an aircraft carrier or two?"
02/03/2004,Lords,14,Lord King of Bridgwater,Lords,Con,"My Lords, following the answer given to the noble and gallant Lord, Lord Boyce, will the Minister confirm who will provide air cover on the carriers in advance of the time that the new carriers become available? There has been a suggestion that if the Sea Harriers are withdrawn it will be provided by frigates. However, there is now a suggestion that the frigate fleet may be reduced significantly. Will the noble Lord clarify the point he made about air cover for the carriers?"
02/03/2004,Lords,15,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, the noble Lord need not concern himself too much on that. We will always  make certain that our carrier fleet is protected. While the existing carriers are still in operation, the GR7s and GR9s will take on the role that the FA2s maintained so well for so long."
15/12/2004,Lords,1,Lord Astor of Hever,Lords,Con,When an announcement will be made of the appointment of the physical integrator for the two new Royal Naval aircraft carriers.
15/12/2004,Lords,2,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, the process to select the physical integrator for the future aircraft carrier project is ongoing, and we anticipate announcing the outcome shortly."
15/12/2004,Lords,3,Lord Astor of Hever,Lords,Con,"My Lords, I very much hope that an announcement for such a high-profile project will be made to Parliament first, and not to the media after we have risen. What will the role of the physical integrator be? How will it relate to the existing members of the alliance? Will it be risk-sharing or just taking a fee?"
15/12/2004,Lords,4,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, it is anticipated that each of the two new aircraft carriers will be the equivalent of building approximately seven to eight Type 45 destroyers, which demonstrates how large they will be. Building and physically integrating the vessels is one of the biggest challenges facing the project. The role of the physical integrator is to help to strengthen that aspect of the project. We expect whoever is appointed to work with all potential shipyards four have been named manufacturing facilities and alliance participants to draw up a cost-effective strategy covering the manufacturing element of the programme. Among the core requirements are likely to be innovation, the prioritisation of design  activities, block integration and management of the ship-build strategy. The role of the physical integrator will not be limited to those tasks."
15/12/2004,Lords,5,Lord Craig of Radley,Lords,Crossbench,My Lords 
15/12/2004,Lords,6,Lord Redesdale,Lords,LD,My Lords 
15/12/2004,Lords,7,Noble Lords,NA,NA,Cross Bench!
15/12/2004,Lords,8,Lord Craig of Radley,Lords,Crossbench,"My Lords, when are the two vessels expected to be in service? Is the delay in appointing the physical integrator likely to affect the forecast dates?"
15/12/2004,Lords,9,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"No, my Lords. Our planned dates remain 2012 and 2015. We are determined to reach the right decision on who should be the physical integrator. It is more important to get it right than to rush it."
15/12/2004,Lords,10,Lord Redesdale,Lords,LD,"My Lords, if the service date is to be 2012 in the NAO report it was left blank what role will the physical integrator take in risk management? Without firm targets on when the ships are to be in service, the risk management might well go out of control, as has happened in so many other projects."
15/12/2004,Lords,11,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, under the alliance structure that we are setting up for this very large procurement, risk management and risks and rewards will be undertaken and accepted by all those who belong to the alliance. That will of course include the physical integrator, alongside the Ministry of Defence, BAe Systems and Thales. Anyone else who is a member of the alliance will be in the same position. I want to make it absolutely clear that the physical integrator will be part of the alliance."
15/12/2004,Lords,12,The Lord Bishop of Portsmouth,Lords,Bishops,"My Lords, reluctant as I am to put the Minister on the spot at a sensitive time, may I none the less ask for reassurance on the importance of the issue not only for the Royal Navy but for the future of the shipbuilding industry in different and sometimes rival parts of the country?"
15/12/2004,Lords,13,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, the right reverend Prelate never puts me on the spot, and it is always a sensitive time. We remain fully committed to the aircraft carrier programme, which represents a huge step up in military capability for our Armed Forces. The carriers will be the biggest and most powerful warships ever constructed in the UK. They will be built in the UK under a policy that the previous government and this Government have both adopted. That is very good news for British defence and, in particular, for the British shipbuilding industry."
15/12/2004,Lords,14,Baroness Trumpington,Lords,Con,"My Lords, what is a physical integrator? Could I qualify to be one?"
15/12/2004,Lords,15,Noble Lords,NA,NA,Oh!
15/12/2004,Lords,16,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, I told the House that the competition was ongoing. If the noble Baroness would  like to put in a late bid, I am sure that she would stand a very good chance. I did my best to describe what a physical integrator was or should be to the noble Lord, Lord Astor of Hever; it looks like I did not totally succeed."
15/12/2004,Lords,17,Lord Mayhew of Twysden,Lords,Con,"My Lords, are the Government absolutely committed to a particular size for the ships? If so, what is it?"
15/12/2004,Lords,18,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, we are not committed to an absolute size. If the noble and learned Lord will excuse the expression, size is not of the greatest importance here. What matters is the capability that the ships have to do the important job that we have determined they should do and which most people agree is critical for our future forces' structure. They will be the largest ships that we have ever constructed."
15/12/2004,Lords,19,Lord Berkeley,Lords,Lab,"My Lords, I presume that the physical integrator will make sure that the two halves of the ship fit together to the same size."
15/12/2004,Lords,20,Noble Lords,NA,NA,Oh!
15/12/2004,Lords,21,Lord Bach,The Parliamentary Under-Secretary of State Ministry of Defence,Lab,"My Lords, my noble friend has great expertise in the railway industry. Of course they will."
18/01/2007,Lords,1,Lord Astor of Hever,Lords,Con,"When the Royal Navy future carrier demonstration phase is expected to complete, and when the main investment decision is expected to be taken."
18/01/2007,Lords,2,Lord Drayson,"The Parliamentary Under-Secretary of State, Ministry of Defence",Lab,"My Lords, I have made clear to the Aircraft Carrier Alliance that time is now critical. I am looking to get a robust, affordable deal negotiated quickly to allow a main investment decision to be taken as soon as possible."
18/01/2007,Lords,3,Lord Astor of Hever,Lords,Con,"My Lords, will the Minister quash strong rumours coming out of the MoD that these continual delays in signing a full contract are just the first step towards cancelling the carriers? Despite the Prime Minister’s commitment to spend more on defence, we heard at Question Time yesterday that he is only one of a number of contributors to the debate on the Comprehensive Spending Review. As the Chancellor is no friend of the Armed Forces and we are fighting two wars on a peace-time budget, will the Minister give those serving in the Royal Navy some hope that the carriers will not be sacrificed to pay for operations in Iraq and Afghanistan?"
18/01/2007,Lords,4,Lord Drayson,"The Parliamentary Under-Secretary of State, Ministry of Defence",Lab,"My Lords, I am happy to give the noble Lord that assurance. He should consider the rumours quashed."
18/01/2007,Lords,5,Lord Craig of Radley,Lords,Crossbench,"My Lords, it is now two years or more since the Royal Navy Sea Harrier force was withdrawn. The date of introduction of the new carriers looks like slipping even further to the right. Is the Minister satisfied that the Royal Navy will have air crew and engineers in sufficient numbers and of sufficient expertise to man aircraft for these new aircraft carriers?"
18/01/2007,Lords,6,Lord Drayson,"The Parliamentary Under-Secretary of State, Ministry of Defence",Lab,"Yes, my Lords; I am happy to give the noble and gallant Lord that assurance. I do not accept that the dates for the introduction of the new aircraft carriers have moved to the right. I am happy to reiterate the central importance of the carrier strike capability the combination of the aircraft and the ships to the country’s future defence posture. It is set out clearly in the Strategic Defence Review and it remains the case."
18/01/2007,Lords,7,Lord Garden,Lords,LD,"My Lords, can the Minister tell us roughly what proportion of the cost of the overall carrier programme he expects to be committed at the main gate? Might it be prudent I choose my words carefully perhaps to accept that we have had so much slippage already that he may want to wait until a new Prime Minister is in the chair?"
18/01/2007,Lords,8,Lord Drayson,"The Parliamentary Under-Secretary of State, Ministry of Defence",Lab,"My Lords, I think I can be absolutely clear to the House on this point. As I said, the aircraft carriers are central to the defence posture. In the defence budget as a whole there is a budget for the replacement of the aircraft carriers. The key issue now is reaching agreement with industry on the price and the delivery of the carriers. As I said in my Answer, I am pushing very hard to reach an agreement that will deliver the carriers to cost and to time. For that to happen there needs to be consolidation in the industry. I am very pleased to see that that is now starting to happen. I am pleased also to see the progress we have made in the collaboration with France. We now have a common design for both the French and the British aircraft carriers which has been agreed and has involved no delay to the British aircraft carrier project, and at no increase in cost. That is an important achievement."
18/01/2007,Lords,9,Lord Foulkes of Cumnock,Lords,Lab,"My Lords, can my noble friend confirm that the statement made by the noble Lord, Lord Astor of Hever, that the Chancellor of the Exchequer is no friend of the Armed Forces is entirely untrue, not least because he has a substantial constituency interest at Rosyth?"
18/01/2007,Lords,10,Lord Drayson,"The Parliamentary Under-Secretary of State, Ministry of Defence",Lab,"My Lords, I am grateful to my noble friend for giving me the opportunity to make that point. It is clear to anyone who has listened carefully to what the Chancellor has said that he is a friend of the Armed Forces."
18/01/2007,Lords,11,Lord Stewartby,Lords,Con,"My Lords, without in any way wishing to suggest that the specification for the new carriers should fall short of meeting the operational requirement, may I ask the Minister to bear in mind that, over the years, the biggest contributor to delay and cost overruns in major procurement projects has been the constant tweaking of the technical requirements?"
18/01/2007,Lords,12,Lord Drayson,"The Parliamentary Under-Secretary of State, Ministry of Defence",Lab,"My Lords, the noble Lord is absolutely right. Industry made clear to me last year that unless the Navy could clearly close off the specification by the end of last March, it would not be able to meet the timescales we are looking for. I was very pleased and, in fact, impressed that the Royal Navy was able to meet that target."
18/01/2007,Lords,13,Lord Burnett,Lords,LD,"My Lords, DML Plymouth Appledore has an enviable record of excellence in the design, construction and refitting of warships. There has been speculation on the ownership of that company. The Government have a golden share. It is very important that that speculation is put to an end as soon as possible. Will the Minister let the House know exactly when the ownership of that vital company will be resolved?"
18/01/2007,Lords,14,Lord Drayson,"The Parliamentary Under-Secretary of State, Ministry of Defence",Lab,"My Lords, the noble Lord is right: it is a very important issue. That base is important to the maintenance and refuelling of our nuclear submarines. It is very important for the strategic nuclear deterrent. We are not going to take any chances with that capability. We have been concerned about recent developments relating to the ownership of that yard. We are very focused on getting those resolved very quickly indeed."
18/01/2007,Lords,15,Lord Roberts of Conwy,Lords,LD,"My Lords, welcome as the collaboration with France in the design of these vessels is, will any contract entered into by the French Government have a bearing on any contract that the British Government might enter into?"
18/01/2007,Lords,16,Lord Drayson,"The Parliamentary Under-Secretary of State, Ministry of Defence",Lab,"My Lords, the advantage of the collaboration with France and of the important step forward in the French using the British aircraft carrier design and we are working very closely together is the economies of scale which can be achieved in procuring three aircraft carriers rather than two and the sharing of benefits in savings and efficiency between the two countries. So it has an implication in that sense."
18/01/2007,Lords,17,Lord Marlesford,Lords,Con,"My Lords, my noble friend Lord Astor made an important point when he said that we are fighting two wars. Does the Minister recognise this huge expenditure and its consequences for the procurement programme? He recently explained to me that the first Gulf War cost us  2.5 billion, of which we got  2 billion back. The current activities are costing us about  4 billion, but there is very little sign of our getting anything back from anyone. Do the Government recognise fully that before they commit British forces to fighting operations, they must take into account the impact on procurement of crucial materiel for the effectiveness of the Armed Forces?"
18/01/2007,Lords,18,Lord Drayson,"The Parliamentary Under-Secretary of State, Ministry of Defence",Lab,"My Lords, I can assure the House that all our decisions on equipment procurement take these matters of operations fully into account. They are absolutely central to every decision we take."
25/06/2007,Lords,1,Lord Astor of Hever,Lords,Con,How they intend to proceed with the future aircraft carrier project.
25/06/2007,Lords,2,Lord Drayson,"The Minister of State, Ministry of Defence",Lab,"My Lords, I am sure that the whole House will join me in offering sincere condolences to the families and friends of Corporal John Rigby, who was killed on Friday during operations in Iraq, and of Drummer Thomas Wright, who was killed yesterday during operations in Afghanistan. "
25/06/2007,Lords,3,Lord Drayson,"The Minister of State, Ministry of Defence",Lab,We intend to start building the two new aircraft carriers once we have agreed a robust and affordable deal.
25/06/2007,Lords,4,Lord Astor of Hever,Lords,Con,"My Lords, we, too, send our condolences to the family of Drummer Thomas Wright, and our thoughts are with those who were injured in the same explosion in Afghanistan. We also send our condolences to the family of Corporal John Rigby, particularly his twin brother Will, who was serving in the same battalion of the Rifles in Basra and will accompany his brother’s coffin back to Britain. "
25/06/2007,Lords,5,Lord Astor of Hever,Lords,Con,"Last year, the Minister told the House that industry consolidation was a precondition for signing the contract on the carriers, but the industry says that there can be no further consolidation unless the carriers are ordered. For how much longer are the Government content to play poker with the industry, with thousands of jobs and the future of the Royal Navy at stake? Do they still want the carriers?"
25/06/2007,Lords,6,Lord Drayson,"The Minister of State, Ministry of Defence",Lab,"My Lords, we absolutely want the carriers, and are prepared to play poker for as long as it takes to get them on the terms that we want."
25/06/2007,Lords,7,Lord Chidgey,Lords,LD,"My Lords, we, too, on these Benches send our condolences to the families of the latest casualties in Afghanistan and Iraq, particularly those from the old Royal Green Jackets now the Rifles who were based at a depot in my old constituency near Winchester. "
25/06/2007,Lords,8,Lord Chidgey,Lords,LD,"Do the Government continue to support a planned and managed approach to the restructuring of the warship-building industry and the significant benefits that it provides, including substantial savings, the de-risking of projects, the achievement of the future carrier target price, and the optimisation of export opportunities? What impact would a decision not to go ahead with the future carrier programme have on Britain’s international obligations and strategic ability to project power?"
25/06/2007,Lords,9,Lord Drayson,"The Minister of State, Ministry of Defence",Lab,"My Lords, this Government have invested more in building up a modern surface and submarine fleet than any in decades. The decisions that we have taken to ensure that we have the ships for a modern Navy are being implemented. We are robustly implementing the combination of that investment with a clear strategy for industry, published at the end of 2005. That is leading to industry making the changes that we need to get to the point where this country has a competitive shipbuilding industry that can continue to build the ships that the Navy needs in future. We do not need to begin contemplating what we do about not going ahead with the carriers; we just need to get the deal in place such that we can begin manufacture."
25/06/2007,Lords,10,Lord Pearson of Rannoch,Lords,UKIP,"My Lords, if the ships are eventually built, is it intended that they will form part of the rapid reaction force?"
25/06/2007,Lords,11,Lord Drayson,"The Minister of State, Ministry of Defence",Lab,"No, my Lords. The purpose of the ships is to provide the centrepiece of the carrier strike force which was set out in the Strategic Defence Review in 1998. It is a fundamental pillar of the Government’s defence strategy."
25/06/2007,Lords,12,Lord Cobbold,Lords,Crossbench,"My Lords, what is the status of negotiations with France on the aircraft carriers?"
25/06/2007,Lords,13,Lord Drayson,"The Minister of State, Ministry of Defence",Lab,"My Lords, we agreed at the end of 2005 to work with France in licensing to it the design rights to the aircraft carriers. As it was able to use our work on its own aircraft carrier, it agreed to pay one-third of the costs through the development phase. That collaboration has gone well. We have been able to maintain the pace and cost of the British project without any negative impacts because of the structure of that collaboration with France."
25/06/2007,Lords,14,Baroness Fookes,Lords,Con,"My Lords, what is the earliest date when we might expect the carriers, assuming that the original date is now completely obsolete?"
25/06/2007,Lords,15,Lord Drayson,"The Minister of State, Ministry of Defence",Lab,"My Lords, it is not obsolete. Do not assume because we have not signed the contracts on the building of the carriers that we are prepared to see any slippage on their implementation and coming into service."
25/06/2007,Lords,16,Lord Wallace of Saltaire,Lords,LD,"My Lords, is the Minister confident that there will be aircraft appropriate to fly off the carriers when they are delivered? I see that at the recent air show there was a cardboard, plywood and papier mâché model of the JSF on display. How is the JSF making progress, and are we confident that it will be ready when the aircraft carriers are ready?"
25/06/2007,Lords,17,Lord Drayson,"The Minister of State, Ministry of Defence",Lab,"My Lords, an aircraft carrier without aircraft would be useless. I am pleased that the noble Lord saw a papier mâché model. If he was prepared to travel to the United States, he could see the real thing flying. It is going through its test flights very successfully, and it is a very impressive aircraft."
25/06/2007,Lords,18,Lord Swinfen,Lords,Con,"My Lords, have the vessels that were lost to the Iranians from HMS “Cornwall” been replaced? Have replacements even been ordered?"
25/06/2007,Lords,19,Lord Drayson,"The Minister of State, Ministry of Defence",Lab,"My Lords, they have absolutely been replaced. No loss of capability has followed from the loss of those two small boats to the Iranians."
25/06/2007,Lords,20,Earl Attlee,Lords,Con,"My Lords, how is the STOVL version of JSF going?"
25/06/2007,Lords,21,Lord Drayson,"The Minister of State, Ministry of Defence",Lab,"My Lords, it is going really well. The STOVL version has the British technology, and it is the follow-up to the Harrier. It is British technology not only in the lift fan, which powers the short take-off and vertical landing aircraft, but in the technology around the manufacture of the aircraft."
20/02/2012,Commons,1,Nick Smith,Blaenau Gwent,Lab,What recent assessment he has made of the cost of the UK carrier programme.
20/02/2012,Commons,2,Peter Luff,The Parliamentary Under-Secretary of State for Defence,Con,"The overall cost of the Queen Elizabeth-class aircraft carrier programme is continually informed by the conversion development phase, which is developing a much greater understanding of the costs and risks involved. We will publish the findings as soon as we can and will keep the House informed in the usual manner."
20/02/2012,Commons,3,Nick Smith,Blaenau Gwent,Lab,"May I press the Minister to say what will be the total project cost after converting the carriers for the carrier variant aircraft? If he cannot tell us and it does not look as though he can does he recognise that that is a worrying, unfunded liability?"
20/02/2012,Commons,4,Peter Luff,The Parliamentary Under-Secretary of State for Defence,Con,"I am afraid that I cannot answer the honourable Gentleman’s question, because we simply do not know the answer. In answer to the honourable Member for Plymouth, Moor View (Alison Seabeck), I talked about the possible price implications for the joint strike fighter as a result of the Americans’ decisions in rescheduling their profile. Similarly, we are still doing the work on the precise cost of the conversion. We will report to the House in the usual way. That will be part of the major projects report, so all the normal processes will be followed. I understand the importance of the honourable Gentleman’s question."
20/02/2012,Commons,5,Mr Edward Leigh,Gainsborough,Con,"Whatever the cost of the carriers, is not a key argument in their favour that if God forbid the Falklands were, despite all our preparations, taken in a surprise attack, it would be essential to have a carrier to regain them? Does not that prompt the question of why we do not have one at the moment?"
20/02/2012,Commons,6,Peter Luff,The Parliamentary Under-Secretary of State for Defence,Con,"I understand my honourable Friend’s concern, and I am aware of the arguments about, for example, the use of carriers off Libya. However, I think that the correct decisions were taken in the strategic defence and security review regarding the Tornado aircraft, which enabled us to fight that war very effectively. I repeat what my right honourable Friend the Secretary of State said: the Falklands are well protected; we live in a different world; and the suggestion that aircraft carriers play an important part in the Falkland Islands in the near future is unhelpful at this stage."
10/05/2012,Commons,1,Philip Hammond,The Secretary of State for Defence,Con,"With permission, Mr Speaker, I would like to make a statement on the carrier strike programme. The strategic defence and security review considered the carrier strike programme, put in place by the previous Government, as part of a wide-ranging review of options for delivering effective future defence while dealing with the black hole in Labour’s defence budget and the unaffordable “fantasy” equipment plan bequeathed to us by the Labour party. While the review confirmed that carrier strike would be a key capability in delivering Future Force 2020, it also recognised the unsustainability as a whole of the defence equipment plan we inherited."
10/05/2012,Commons,2,Philip Hammond,The Secretary of State for Defence,Con,"The strategic decision on carrier strike that emerged from the SDSR process was to convert one carrier with catapults and arrester gear to operate the carrier variant of the joint strike fighter, facilitating greater interoperability with allies, with a decision on the future use or disposal of the second carrier to be taken at the 2015 SDSR. The decision was also taken routinely to embark 12 fast jets while retaining the ability to surge up to the previously planned level of 36 aircraft. As the House would expect for such a complex and high-value project, the strategic decision taken at SDSR was followed by the commissioning of a detailed programme of work to look at the costs, risks and technical feasibility of all aspects of the proposed solution. That study was expected to take 18 months, completing by the end of 2012."
10/05/2012,Commons,3,Philip Hammond,The Secretary of State for Defence,Con,"Since I took on the role of Defence Secretary in October last year, my overriding concern, after current operations and the welfare of our armed forces, has been to ensure the deliverability of the MOD’s equipment plan and the achievement of a balanced and sustainable budget. That will give our armed forces the assurance they need to carry out the massive transformation that will deliver Future Force 2020 the concept for our armed forces set out in the SDSR. The carrier project is a large element of the equipment programme, and I have worked closely with the new Chief of Defence Matériel, Bernard Gray, to assess the technical and financial risks involved in it."
